Locator,Sample_Date,Sample_Depth,UpDown,Sample_Temperature_field,ST_Qual,Salinity_field,SA_Qual
KSBP01,5/18/10 10:57,21.505,Down,10.1955,,29.1359,
KSBP01,5/18/10 10:57,21.995,Down,10.1862,,29.1404,
KSBP01,5/18/10 10:57,22.485,Down,10.1669,,29.1494,
KSBP01,5/18/10 10:57,23.033,Down,10.1405,,29.1629,
KSBP01,5/18/10 10:57,23.544,Down,10.1123,,29.1765,
KSBP01,5/18/10 10:57,24.005,Down,10.0953,,29.1848,
KSBP01,5/18/10 10:57,24.533,Down,10.0261,,29.2186,
KSBP01,5/18/10 10:57,24.999,Down,9.9925,,29.2324,
KSBP01,5/18/10 10:57,25.483,Down,9.9247,,29.2489,
KSBP01,5/18/10 10:58,26.024,Down,9.8945,,29.2691,
KSBP01,5/18/10 10:58,26.475,Down,9.8873,,29.2702,
KSBP01,5/18/10 10:58,27.014,Down,9.8753,,29.2738,
KSBP01,5/18/10 10:58,27.539,Down,9.8724,,29.275,
KSBP01,5/18/10 10:58,27.985,Down,9.8684,,29.2755,
KSBP01,5/18/10 10:58,28.54,Down,9.8599,,29.2783,
KSBP01,5/18/10 10:58,28.971,Down,9.8587,,29.2789,
KSBP01,5/18/10 10:58,29.472,Down,9.8573,,29.2797,
KSBP01,5/18/10 10:58,29.998,Down,9.8554,,29.2809,
KSBP01,5/18/10 10:58,30.456,Down,9.8533,,29.2823,
KSBP01,5/18/10 10:58,30.991,Down,9.848,,29.2879,
KSBP01,5/18/10 10:58,31.502,Down,9.8425,,29.2919,
KSBP01,5/18/10 10:58,32.004,Down,9.8344,,29.2972,
KSBP01,5/18/10 10:58,32.533,Down,9.8277,,29.3036,
KSBP01,5/18/10 10:58,33.042,Down,9.8271,,29.3053,
KSBP01,5/18/10 10:58,33.519,Down,9.8274,,29.3058,
KSBP01,5/18/10 10:58,34.013,Down,9.8279,,29.306,
KSBP01,5/18/10 10:58,34.483,Down,9.8281,,29.3064,
KSBP01,5/18/10 10:58,35.015,Down,9.8284,,29.3071,
KSBP01,5/18/10 10:58,35.548,Down,9.8276,,29.3085,
KSBP01,5/18/10 10:58,36.017,Down,9.8274,,29.3089,
KSBP01,5/18/10 10:58,36.521,Down,9.8269,,29.3094,
KSBP01,5/18/10 10:58,37.035,Down,9.8265,,29.3097,
KSBP01,5/18/10 10:58,37.501,Down,9.8271,,29.3103,
KSBP01,5/18/10 10:58,38.011,Down,9.8272,,29.3113,
KSBP01,5/18/10 10:58,38.513,Down,9.8274,,29.3116,
KSBP01,5/18/10 10:58,38.953,Down,9.8283,,29.3122,
KSBP01,5/18/10 10:58,39.512,Down,9.8293,,29.3127,
KSBP01,5/18/10 10:58,40.011,Down,9.83,,29.3131,
KSBP01,5/18/10 10:58,40.52,Down,9.83,,29.3129,
KSBP01,5/18/10 10:58,41.019,Down,9.8302,,29.3131,
KSBP01,5/18/10 10:58,41.484,Down,9.8303,,29.3126,
KSBP01,5/18/10 10:58,42.008,Down,9.8278,,29.3147,
KSBP01,5/18/10 10:58,42.486,Down,9.8267,,29.3155,
KSBP01,5/18/10 10:58,43.003,Down,9.821,,29.3192,
KSBP01,5/18/10 10:58,43.513,Down,9.7925,,29.3308,
KSBP01,5/18/10 10:58,44.018,Down,9.765,,29.3425,
KSBP01,5/18/10 10:58,44.489,Down,9.7538,,29.3466,
KSBP01,5/18/10 10:58,44.986,Down,9.7455,,29.3501,
KSBP01,5/18/10 10:58,45.51,Down,9.7389,,29.3528,
KSBP01,5/18/10 10:58,46.015,Down,9.7286,,29.3577,
KSBP01,5/18/10 10:58,46.497,Down,9.7215,,29.3608,
KSBP01,5/18/10 10:58,47.02,Down,9.7121,,29.3646,
KSBP01,5/18/10 10:58,47.504,Down,9.7105,,29.3655,
KSBP01,5/18/10 10:58,48.001,Down,9.7102,,29.3663,
KSBP01,5/18/10 10:58,48.471,Down,9.7082,,29.368,
KSBP01,5/18/10 10:58,48.988,Down,9.707,,29.3688,
KSBP01,5/18/10 10:58,49.531,Down,9.7057,,29.3701,
KSBP01,5/18/10 10:58,50.009,Down,9.7049,,29.3708,
KSBP01,5/18/10 10:58,50.524,Down,9.704,,29.372,
KSBP01,5/18/10 10:58,51.015,Down,9.7032,,29.3724,
KSBP01,5/18/10 10:58,51.52,Down,9.7027,,29.3733,
KSBP01,5/18/10 10:58,51.977,Down,9.702,,29.3739,
KSBP01,5/18/10 10:58,52.483,Down,9.7012,,29.3744,
KSBP01,5/18/10 10:58,53.018,Down,9.6979,,29.3781,
KSBP01,5/18/10 10:58,53.483,Down,9.6975,,29.3788,
KSBP01,5/18/10 10:58,53.988,Down,9.6965,,29.3792,
KSBP01,5/18/10 10:58,54.522,Down,9.6963,,29.3794,
KSBP01,5/18/10 10:58,54.988,Down,9.6923,,29.3808,
KSBP01,5/18/10 10:58,55.53,Down,9.6831,,29.3863,
KSBP01,5/18/10 10:58,55.959,Down,9.6814,,29.3894,
KSBP01,5/18/10 10:58,56.511,Down,9.6707,,29.3987,
KSBP01,5/18/10 10:58,57.023,Down,9.6649,,29.4032,
KSBP01,5/18/10 10:58,57.469,Down,9.6647,,29.4033,
KSBP01,5/18/10 10:58,58.016,Down,9.6602,,29.4087,
KSBP01,5/18/10 10:59,58.502,Down,9.6595,,29.4136,
KSBP01,5/18/10 10:59,59.012,Down,9.6595,,29.4161,
KSBP01,5/18/10 10:59,59.503,Down,9.6586,,29.4171,
KSBP01,5/18/10 10:59,60.007,Down,9.657,,29.4173,
KSBP01,5/18/10 10:59,60.538,Down,9.6494,,29.4216,
KSBP01,5/18/10 10:59,60.984,Down,9.6498,,29.4219,
KSBP01,5/18/10 10:59,61.504,Down,9.6478,,29.424,
KSBP01,5/18/10 10:59,61.995,Down,9.6458,,29.427,
KSBP01,5/18/10 10:59,62.497,Down,9.6406,,29.4359,
KSBP01,5/18/10 10:59,63.015,Down,9.6395,,29.4372,
KSBP01,5/18/10 10:59,63.512,Down,9.6393,,29.4378,
KSBP01,5/18/10 10:59,63.984,Down,9.6371,,29.4412,
KSBP01,5/18/10 10:59,64.56,Down,9.6343,,29.4443,
KSBP01,5/18/10 10:59,65.011,Down,9.6306,,29.4477,
KSBP01,5/18/10 10:59,65.508,Down,9.6242,,29.4533,
KSBP01,5/18/10 10:59,66.046,Down,9.6207,,29.4581,
KSBP01,5/18/10 10:59,66.512,Down,9.6273,,29.4676,
KSBP01,5/18/10 10:59,67.02,Down,9.6312,,29.4735,
KSBP01,5/18/10 10:59,67.479,Down,9.6342,,29.4752,
KSBP01,5/18/10 10:59,67.988,Down,9.6363,,29.4799,
KSBP01,5/18/10 10:59,68.487,Down,9.6331,,29.4795,
KSBP01,5/18/10 10:59,69.004,Down,9.6223,,29.4795,
KSBP01,5/18/10 10:59,69.485,Down,9.6227,,29.4797,
KSBP01,5/18/10 10:59,70.027,Down,9.6146,,29.4779,
KSBP01,5/18/10 10:59,70.538,Down,9.6019,,29.4808,
KSBP01,5/18/10 10:59,71,Down,9.6119,,29.4896,
KSBP01,5/18/10 10:59,71.533,Down,9.6115,,29.4883,
KSBP01,5/18/10 10:59,71.984,Down,9.6232,,29.4949,
KSBP01,5/18/10 10:59,72.487,Down,9.6623,,29.5197,
KSBP01,5/18/10 10:59,72.996,Down,9.6994,,29.5319,
KSBP01,5/18/10 10:59,73.473,Down,9.6985,,29.5329,
KSBP01,5/18/10 10:59,74.045,Down,9.6811,,29.5358,
KSBP01,5/18/10 10:59,74.508,Down,9.6738,,29.539,
KSBP01,5/18/10 10:59,74.992,Down,9.6511,,29.5449,
KSBP01,5/18/10 10:59,75.502,Down,9.6503,,29.5452,
KSBP01,5/18/10 10:59,75.98,Down,9.6536,,29.545,
KSBP01,5/18/10 10:59,76.5,Down,9.6548,,29.5451,
KSBP01,5/18/10 10:59,76.97,Down,9.6522,,29.545,
KSBP01,5/18/10 10:59,77.498,Down,9.6506,,29.5451,
KSBP01,5/18/10 10:59,78.005,Down,9.6508,,29.5453,
KSBP01,5/18/10 10:59,78.53,Down,9.655,,29.5457,
KSBP01,5/18/10 10:59,78.974,Down,9.6532,,29.5448,
KSBP01,5/18/10 10:59,79.518,Down,9.6527,,29.5449,
KSBP01,5/18/10 10:59,79.977,Down,9.6581,,29.5458,
KSBP01,5/18/10 10:59,80.489,Down,9.66,,29.5463,
KSBP01,5/18/10 10:59,80.978,Down,9.6761,,29.5485,
KSBP01,5/18/10 10:59,81.49,Down,9.6825,,29.5488,
KSBP01,5/18/10 10:59,82.007,Down,9.6963,,29.5528,
KSBP01,5/18/10 10:59,82.539,Down,9.699,,29.553,
KSBP01,5/18/10 10:59,82.978,Down,9.6929,,29.552,
KSBP01,5/18/10 10:59,83.493,Down,9.6667,,29.5475,
KSBP01,5/18/10 10:59,84.012,Down,9.6599,,29.5464,
KSBP01,5/18/10 10:59,84.519,Down,9.6516,,29.5437,
KSBP01,5/18/10 10:59,84.968,Down,9.6541,,29.5445,
KSBP01,5/18/10 10:59,85.497,Down,9.6475,,29.5426,
KSBP01,5/18/10 10:59,86.01,Down,9.6471,,29.5424,
KSBP01,5/18/10 10:59,86.463,Down,9.6464,,29.542,
KSBP01,5/18/10 10:59,87.015,Down,9.6511,,29.5442,
KSBP01,5/18/10 10:59,87.522,Down,9.656,,29.546,
KSBP01,5/18/10 10:59,87.973,Down,9.6551,,29.5452,
KSBP01,5/18/10 10:59,88.511,Down,9.6526,,29.5444,
KSBP01,5/18/10 10:59,88.969,Down,9.6526,,29.5446,
KSBP01,5/18/10 11:00,89.527,Down,9.651,,29.5434,
KSBP01,5/18/10 11:00,89.962,Down,9.6558,,29.5472,
KSBP01,5/18/10 11:00,90.528,Down,9.6607,,29.5484,
KSBP01,5/18/10 11:00,90.977,Down,9.66,,29.5493,
KSBP01,5/18/10 11:00,91.494,Down,9.6595,,29.5477,
KSBP01,5/18/10 11:00,92.032,Down,9.6548,,29.5457,
KSBP01,5/18/10 11:00,92.493,Down,9.6609,,29.5487,
KSBP01,5/18/10 11:00,93.012,Down,9.6614,,29.5484,
KSBP01,5/18/10 11:00,93.452,Down,9.6627,,29.5491,
KSBP01,5/18/10 11:00,93.992,Down,9.6586,,29.5479,
KSBP01,5/18/10 11:00,94.482,Down,9.6528,,29.5466,
KSBP01,5/18/10 11:00,95.004,Down,9.6562,,29.5482,
KSBP01,5/18/10 11:00,95.556,Down,9.6607,,29.5499,
KSBP01,5/18/10 11:00,95.991,Down,9.6608,,29.5501,
KSBP01,5/18/10 11:00,96.509,Down,9.66,,29.5497,
KSBP01,5/18/10 11:00,97.016,Down,9.6473,,29.5427,
KSBP01,5/18/10 11:00,97.513,Down,9.6458,,29.5428,
KSBP01,5/18/10 11:00,98.012,Down,9.6451,,29.5426,
KSBP01,5/18/10 11:00,98.511,Down,9.6462,,29.5424,
KSBP01,5/18/10 11:00,98.995,Down,9.6461,,29.543,
KSBP01,5/18/10 11:00,99.448,Down,9.6478,,29.544,
KSBP01,5/18/10 11:00,100.01,Down,9.646,,29.5488,
KSBP01,5/18/10 11:00,100.492,Down,9.6464,,29.5488,
KSBP01,5/18/10 11:00,101.036,Down,9.6483,,29.5452,
KSBP01,5/18/10 11:00,101.486,Down,9.6479,,29.5442,
KSBP01,5/18/10 11:00,102.024,Down,9.648,,29.5441,
KSBP01,5/18/10 11:00,102.486,Down,9.648,,29.5439,
KSBP01,5/18/10 11:00,103,Down,9.6478,,29.5449,
KSBP01,5/18/10 11:00,103.492,Down,9.6437,,29.5532,
KSBP01,5/18/10 11:00,104.048,Down,9.648,,29.5458,
KSBP01,5/18/10 11:00,104.489,Down,9.6488,,29.5451,
KSBP01,5/18/10 11:00,104.993,Down,9.6491,,29.5456,
KSBP01,5/18/10 11:00,105.509,Down,9.6491,,29.5456,
KSBP01,5/18/10 11:00,106.001,Down,9.6497,,29.5468,
KSBP01,5/18/10 11:00,106.514,Down,9.6508,,29.5511,
KSBP01,5/18/10 11:00,107.026,Down,9.6506,,29.5509,
KSBP01,5/18/10 11:00,107.486,Down,9.6506,,29.5556,
KSBP01,5/18/10 11:00,107.977,Down,9.6503,,29.5617,
KSBP01,5/18/10 11:00,108.466,Down,9.6497,,29.5622,
KSBP01,5/18/10 11:00,108.99,Down,9.6486,,29.5616,
KSBP01,5/18/10 11:00,109.495,Down,9.644,,29.5589,
KSBP01,5/18/10 11:00,110.013,Down,9.6421,,29.5582,
KSBP01,5/18/10 11:00,110.514,Down,9.6437,,29.5589,
KSBP01,5/18/10 11:00,111.056,Down,9.6449,,29.5592,
KSBP01,5/18/10 11:00,111.481,Down,9.6445,,29.5593,
KSBP01,5/18/10 11:00,112.087,Down,9.6445,,29.5592,
KSBP01,5/18/10 11:00,112.414,Down,9.6457,,29.5597,
KSBP01,5/18/10 11:00,113.06,Down,9.6463,,29.5596,
KSBP01,5/18/10 11:00,113.506,Down,9.6471,,29.56,
KSBP01,5/18/10 11:00,113.963,Down,9.647,,29.5595,
KSBP01,5/18/10 11:00,114.537,Down,9.6475,,29.5623,
KSBP01,5/18/10 11:00,114.988,Down,9.6473,,29.5653,
KSBP01,5/18/10 11:00,115.48,Down,9.6467,,29.567,
KSBP01,5/18/10 11:00,115.999,Down,9.6456,,29.5677,
KSBP01,5/18/10 11:00,116.506,Down,9.6448,,29.5681,
KSBP01,5/18/10 11:00,116.965,Down,9.6455,,29.5671,
KSBP01,5/18/10 11:00,117.478,Down,9.6468,,29.5664,
KSBP01,5/18/10 11:00,118.016,Down,9.6464,,29.5655,
KSBP01,5/18/10 11:01,118.519,Down,9.6464,,29.5662,
KSBP01,5/18/10 11:01,118.983,Down,9.6465,,29.5671,
KSBP01,5/18/10 11:01,119.488,Down,9.6467,,29.57,
KSBP01,5/18/10 11:01,119.97,Down,9.6461,,29.573,
KSBP01,5/18/10 11:01,120.498,Down,9.6416,,29.5735,
KSBP01,5/18/10 11:01,120.981,Down,9.6409,,29.5736,
KSBP01,5/18/10 11:01,121.542,Down,9.6379,,29.5776,
KSBP01,5/18/10 11:01,121.982,Down,9.642,,29.583,
KSBP01,5/18/10 11:01,122.538,Down,9.6416,,29.5802,
KSBP01,5/18/10 11:01,122.986,Down,9.6387,,29.5769,
KSBP01,5/18/10 11:01,123.481,Down,9.642,,29.5806,
KSBP01,5/18/10 11:01,123.979,Down,9.6395,,29.5779,
KSBP01,5/18/10 11:01,124.457,Down,9.6374,,29.5766,
KSBP01,5/18/10 11:01,124.997,Down,9.6442,,29.5883,
KSBP01,5/18/10 11:01,125.547,Down,9.6462,,29.5892,
KSBP01,5/18/10 11:01,126.004,Down,9.6438,,29.5915,
KSBP01,5/18/10 11:01,126.483,Down,9.6438,,29.5899,
KSBP01,5/18/10 11:01,126.99,Down,9.6474,,29.5893,
KSBP01,5/18/10 11:01,127.53,Down,9.6442,,29.5923,
KSBP01,5/18/10 11:01,127.953,Down,9.6436,,29.5943,
KSBP01,5/18/10 11:01,128.52,Down,9.6501,,29.5942,
KSBP01,5/18/10 11:01,128.988,Down,9.6525,,29.5933,
KSBP01,5/18/10 11:01,129.519,Down,9.6533,,29.5923,
KSBP01,5/18/10 11:01,129.963,Down,9.6514,,29.5921,
KSBP01,5/18/10 11:01,130.518,Down,9.6553,,29.5968,
KSBP01,5/18/10 11:01,131.015,Down,9.6521,,29.5972,
KSBP01,5/18/10 11:01,131.46,Down,9.6503,,29.5968,
KSBP01,5/18/10 11:01,132.014,Down,9.6483,,29.5972,
KSBP01,5/18/10 11:01,132.458,Down,9.6465,,29.5983,
KSBP01,5/18/10 11:01,132.997,Down,9.6358,,29.5987,
KSBP01,5/18/10 11:01,133.489,Down,9.6344,,29.5988,
KSBP01,5/18/10 11:01,134.019,Down,9.634,,29.5956,
KSBP01,5/18/10 11:01,134.515,Down,9.6346,,29.5951,
KSBP01,5/18/10 11:01,135.013,Down,9.6339,,29.5888,
KSBP01,5/18/10 11:01,135.532,Down,9.6315,,29.5889,
KSBP01,5/18/10 11:01,135.973,Down,9.6333,,29.5924,
KSBP01,5/18/10 11:01,136.479,Down,9.6357,,29.5954,
KSBP01,5/18/10 11:01,137.006,Down,9.637,,29.5993,
KSBP01,5/18/10 11:01,137.494,Down,9.6398,,29.602,
KSBP01,5/18/10 11:01,137.999,Down,9.6396,,29.5974,
KSBP01,5/18/10 11:01,138.512,Down,9.6407,,29.5995,
KSBP01,5/18/10 11:01,138.993,Down,9.6408,,29.6012,
KSBP01,5/18/10 11:01,139.505,Down,9.6417,,29.5941,
KSBP01,5/18/10 11:01,139.975,Down,9.6409,,29.5969,
KSBP01,5/18/10 11:01,140.52,Down,9.6299,,29.6099,
KSBP01,5/18/10 11:01,140.974,Down,9.6257,,29.6171,
KSBP01,5/18/10 11:01,141.506,Down,9.6212,,29.6232,
