Locator,Sample_Date,Sample_Depth,UpDown,Sample_Temperature_field,ST_Qual,Salinity_field,SA_Qual
KSBP01,5/8/13 8:47,17.531,Down,9.9972,,28.5753,
KSBP01,5/8/13 8:47,17.961,Down,9.9782,,28.6045,
KSBP01,5/8/13 8:47,18.468,Down,9.9358,,28.653,
KSBP01,5/8/13 8:47,19.033,Down,9.8985,,28.6836,
KSBP01,5/8/13 8:47,19.479,Down,9.8644,,28.7083,
KSBP01,5/8/13 8:47,19.98,Down,9.7101,,28.8252,
KSBP01,5/8/13 8:47,20.5,Down,9.6933,,28.8352,
KSBP01,5/8/13 8:47,20.98,Down,9.6634,,28.8536,
KSBP01,5/8/13 8:47,20.5,Up,9.6692,,28.8518,
KSBP01,5/8/13 8:47,20.004,Up,9.6738,,28.8496,
KSBP01,5/8/13 8:47,19.467,Up,9.6816,,28.8462,
KSBP01,5/8/13 8:47,18.956,Up,9.6856,,28.8445,
KSBP01,5/8/13 8:47,18.485,Up,9.7247,,28.8175,
KSBP01,5/8/13 8:48,18.003,Up,9.802,,28.7605,
KSBP01,5/8/13 8:48,17.496,Up,9.836,,28.7318,
KSBP01,5/8/13 8:48,17.047,Up,9.8685,,28.7062,
KSBP01,5/8/13 8:48,16.512,Up,9.8827,,28.6975,
KSBP01,5/8/13 8:48,15.986,Up,9.8831,,28.6968,
KSBP01,5/8/13 8:48,15.51,Up,9.9592,,28.6218,
KSBP01,5/8/13 8:48,14.965,Up,9.947,,28.6285,
KSBP01,5/8/13 8:48,14.503,Up,10.0024,,28.5719,
KSBP01,5/8/13 8:48,14.002,Up,10.0834,,28.5112,
KSBP01,5/8/13 8:48,13.514,Up,10.2353,,28.4108,
KSBP01,5/8/13 8:48,13.002,Up,10.371,,28.321,
KSBP01,5/8/13 8:48,12.476,Up,10.4934,,28.2371,
KSBP01,5/8/13 8:48,11.989,Up,10.5275,,28.218,
KSBP01,5/8/13 8:48,11.496,Up,10.3899,,28.3174,
KSBP01,5/8/13 8:48,11.006,Up,10.4451,,28.2709,
KSBP01,5/8/13 8:48,10.486,Up,10.3683,,28.3217,
KSBP01,5/8/13 8:48,9.977,Up,10.4129,,28.2699,
KSBP01,5/8/13 8:48,9.477,Up,10.4236,,28.2442,
KSBP01,5/8/13 8:48,8.987,Up,10.4734,,28.1228,
KSBP01,5/8/13 8:48,8.477,Up,10.487,,28.0588,
KSBP01,5/8/13 8:48,7.999,Up,10.522,,28.0086,
KSBP01,5/8/13 8:48,7.473,Up,10.5243,,28.0283,
KSBP01,5/8/13 8:48,7.031,Up,10.5619,,27.9655,
KSBP01,5/8/13 8:48,6.495,Up,10.6051,,27.9453,
KSBP01,5/8/13 8:48,5.976,Up,10.7863,,27.7825,
KSBP01,5/8/13 8:48,5.502,Up,10.902,,27.6793,
KSBP01,5/8/13 8:48,4.96,Up,10.9055,,27.6827,
KSBP01,5/8/13 8:48,4.507,Up,11.1164,,27.5144,
KSBP01,5/8/13 8:48,4.019,Up,11.0692,,27.5432,
KSBP01,5/8/13 8:48,3.479,Up,11.0822,,27.5309,
KSBP01,5/8/13 8:48,3.031,Up,11.2843,,27.3443,
KSBP01,5/8/13 8:49,2.5,Up,11.214,,27.3989,
KSBP01,5/8/13 8:49,2.016,Up,11.2601,,27.3476,
KSBP01,5/8/13 8:49,1.527,Up,11.2376,,27.3672,
KSBP01,5/8/13 8:49,1.086,Up,11.3922,,27.2164,
KSBP01,5/8/13 8:49,0.381,Up,11.3996,,17.1372,
KSBP01,5/20/13 9:23,2.043,Down,11.8,,26.4908,
KSBP01,5/20/13 9:24,2.538,Down,11.7276,,26.8238,
KSBP01,5/20/13 9:24,3.007,Down,11.689,,26.9919,
KSBP01,5/20/13 9:25,3.547,Down,11.6312,,27.2598,
KSBP01,5/20/13 9:25,4.038,Down,11.5404,,27.5938,
KSBP01,5/20/13 9:25,4.539,Down,11.5309,,27.6264,
KSBP01,5/20/13 9:25,4.987,Down,11.5248,,27.6417,
KSBP01,5/20/13 9:25,5.483,Down,11.5147,,27.6619,
KSBP01,5/20/13 9:25,6.039,Down,11.4935,,27.7052,
KSBP01,5/20/13 9:25,6.498,Down,11.3952,,27.9745,
KSBP01,5/20/13 9:25,6.975,Down,11.2832,,28.2633,
KSBP01,5/20/13 9:25,7.514,Down,11.1236,,28.5218,
KSBP01,5/20/13 9:25,7.989,Down,10.7809,,28.715,
KSBP01,5/20/13 9:25,8.49,Down,10.2149,,28.9498,
KSBP01,5/20/13 9:25,8.963,Down,10.0815,,28.9993,
KSBP01,5/20/13 9:25,9.508,Down,10.0396,,29.0162,
KSBP01,5/20/13 9:25,9.999,Down,10.0026,,29.0281,
KSBP01,5/20/13 9:25,10.479,Down,9.9787,,29.0357,
KSBP01,5/20/13 9:25,10.963,Down,9.9504,,29.0427,
KSBP01,5/20/13 9:25,11.512,Down,9.9288,,29.0469,
KSBP01,5/20/13 9:25,11.967,Down,9.9131,,29.052,
KSBP01,5/20/13 9:25,12.446,Down,9.8893,,29.0599,
KSBP01,5/20/13 9:25,13.048,Down,9.867,,29.0677,
KSBP01,5/20/13 9:25,13.499,Down,9.8438,,29.0762,
KSBP01,5/20/13 9:25,13.97,Down,9.7916,,29.0964,
KSBP01,5/20/13 9:25,14.449,Down,9.6918,,29.1382,
KSBP01,5/20/13 9:25,15.006,Down,9.6693,,29.1444,
KSBP01,5/20/13 9:25,15.516,Down,9.6627,,29.1464,
KSBP01,5/20/13 9:26,16.018,Down,9.6504,,29.1505,
KSBP01,5/20/13 9:26,16.521,Down,9.6395,,29.1549,
KSBP01,5/20/13 9:26,17.055,Down,9.6346,,29.1571,
KSBP01,5/20/13 9:26,17.533,Down,9.6323,,29.1581,
KSBP01,5/20/13 9:26,17.993,Down,9.6322,,29.1584,
KSBP01,5/20/13 9:26,18.542,Down,9.6323,,29.1581,
KSBP01,5/20/13 9:26,19.029,Down,9.6298,,29.1593,
KSBP01,5/20/13 9:26,19.507,Down,9.6292,,29.1595,
KSBP01,5/20/13 9:26,19.972,Down,9.628,,29.16,
KSBP01,5/20/13 9:26,20.484,Down,9.6109,,29.1671,
KSBP01,5/20/13 9:26,20.998,Down,9.5674,,29.1851,
KSBP01,5/20/13 9:26,21.492,Down,9.5105,,29.2096,
KSBP01,5/20/13 9:26,21.944,Down,9.4559,,29.2341,
KSBP01,5/20/13 9:26,22.458,Down,9.4416,,29.2408,
KSBP01,5/20/13 9:26,23.006,Down,9.439,,29.2425,
KSBP01,5/20/13 9:26,23.506,Down,9.4384,,29.2431,
KSBP01,5/20/13 9:26,24.006,Down,9.4266,,29.2494,
KSBP01,5/20/13 9:26,24.509,Down,9.4002,,29.2635,
KSBP01,5/20/13 9:26,25.025,Down,9.377,,29.2743,
KSBP01,5/20/13 9:26,25.483,Down,9.378,,29.2743,
KSBP01,5/20/13 9:26,26.008,Down,9.3734,,29.2764,
KSBP01,5/20/13 9:26,26.526,Down,9.3693,,29.2788,
KSBP01,5/20/13 9:26,27.014,Down,9.3644,,29.2821,
KSBP01,5/20/13 9:27,27.512,Down,9.3347,,29.3029,
KSBP01,5/20/13 9:27,28.001,Down,9.3331,,29.3039,
KSBP01,5/20/13 9:27,28.45,Down,9.333,,29.3038,
KSBP01,5/20/13 9:27,28.988,Down,9.3322,,29.3049,
KSBP01,5/20/13 9:27,29.513,Down,9.3317,,29.3059,
KSBP01,5/20/13 9:27,29.998,Down,9.3328,,29.3051,
KSBP01,5/20/13 9:27,30.504,Down,9.3318,,29.3064,
KSBP01,5/20/13 9:27,30.996,Down,9.3318,,29.3069,
KSBP01,5/20/13 9:27,31.507,Down,9.3328,,29.3065,
KSBP01,5/20/13 9:27,32.002,Down,9.3214,,29.3148,
KSBP01,5/20/13 9:27,32.487,Down,9.308,,29.3246,
KSBP01,5/20/13 9:27,33.016,Down,9.2829,,29.3435,
KSBP01,5/20/13 9:27,33.503,Down,9.2648,,29.3573,
KSBP01,5/20/13 9:27,33.976,Down,9.2603,,29.3606,
KSBP01,5/20/13 9:27,34.513,Down,9.2575,,29.3623,
KSBP01,5/20/13 9:27,34.993,Down,9.2544,,29.3643,
KSBP01,5/20/13 9:27,35.5,Down,9.2493,,29.3675,
KSBP01,5/20/13 9:27,36.011,Down,9.244,,29.371,
KSBP01,5/20/13 9:27,36.499,Down,9.236,,29.3757,
KSBP01,5/20/13 9:27,37.022,Down,9.223,,29.3846,
KSBP01,5/20/13 9:27,37.486,Down,9.2113,,29.394,
KSBP01,5/20/13 9:27,37.984,Down,9.2052,,29.3996,
KSBP01,5/20/13 9:27,38.506,Down,9.201,,29.4036,
KSBP01,5/20/13 9:27,38.969,Down,9.1998,,29.4051,
KSBP01,5/20/13 9:27,39.488,Down,9.1983,,29.4072,
KSBP01,5/20/13 9:27,39.998,Down,9.1944,,29.4116,
KSBP01,5/20/13 9:27,40.504,Down,9.1921,,29.4135,
KSBP01,5/20/13 9:27,40.991,Down,9.1902,,29.4161,
KSBP01,5/20/13 9:27,41.514,Down,9.1899,,29.4161,
KSBP01,5/20/13 9:27,42.002,Down,9.1832,,29.424,
KSBP01,5/20/13 9:27,42.48,Down,9.1782,,29.4373,
KSBP01,5/20/13 9:27,42.989,Down,9.1669,,29.4441,
KSBP01,5/20/13 9:27,43.498,Down,9.1599,,29.4459,
KSBP01,5/20/13 9:27,43.987,Down,9.1552,,29.4477,
KSBP01,5/20/13 9:27,44.504,Down,9.1532,,29.4493,
KSBP01,5/20/13 9:27,45.008,Down,9.1471,,29.4541,
KSBP01,5/20/13 9:27,45.515,Down,9.1442,,29.4614,
KSBP01,5/20/13 9:27,46.033,Down,9.1446,,29.468,
KSBP01,5/20/13 9:27,46.491,Down,9.1413,,29.4724,
KSBP01,5/20/13 9:27,47.031,Down,9.1447,,29.4848,
KSBP01,5/20/13 9:27,47.501,Down,9.1444,,29.4892,
KSBP01,5/20/13 9:27,48.005,Down,9.1433,,29.4902,
KSBP01,5/20/13 9:27,48.517,Down,9.1427,,29.4936,
KSBP01,5/20/13 9:27,48.982,Down,9.1409,,29.4955,
KSBP01,5/20/13 9:27,49.516,Down,9.1409,,29.4998,
KSBP01,5/20/13 9:27,50.003,Down,9.1445,,29.5091,
KSBP01,5/20/13 9:27,50.482,Down,9.1323,,29.5217,
KSBP01,5/20/13 9:27,51.008,Down,9.1213,,29.5313,
KSBP01,5/20/13 9:27,51.489,Down,9.1143,,29.5362,
KSBP01,5/20/13 9:27,51.961,Down,9.1146,,29.5375,
KSBP01,5/20/13 9:27,52.492,Down,9.1103,,29.5385,
KSBP01,5/20/13 9:27,52.977,Down,9.0963,,29.546,
KSBP01,5/20/13 9:27,53.51,Down,9.0899,,29.5509,
KSBP01,5/20/13 9:28,54,Down,9.0734,,29.5596,
KSBP01,5/20/13 9:28,54.482,Down,9.0623,,29.5697,
KSBP01,5/20/13 9:28,55,Down,9.058,,29.5765,
KSBP01,5/20/13 9:28,55.475,Down,9.0563,,29.5817,
KSBP01,5/20/13 9:28,56.002,Down,9.0559,,29.5848,
KSBP01,5/20/13 9:28,56.505,Down,9.0544,,29.5621,
KSBP01,5/20/13 9:28,56.996,Down,9.0526,,29.5792,
KSBP01,5/20/13 9:28,57.506,Down,9.053,,29.584,
KSBP01,5/20/13 9:28,58.008,Down,9.0521,,29.5864,
KSBP01,5/20/13 9:28,58.532,Down,9.0507,,29.589,
KSBP01,5/20/13 9:28,58.988,Down,9.0488,,29.5876,
KSBP01,5/20/13 9:28,59.472,Down,9.0493,,29.5867,
KSBP01,5/20/13 9:28,59.974,Down,9.0473,,29.5869,
KSBP01,5/20/13 9:28,60.507,Down,9.0465,,29.5877,
KSBP01,5/20/13 9:28,61.001,Down,9.045,,29.5505,
KSBP01,5/20/13 9:28,61.479,Down,9.0396,,29.5884,
KSBP01,5/20/13 9:28,62.012,Down,9.0377,,29.5995,
KSBP01,5/20/13 9:28,62.489,Down,9.0387,,29.6004,
KSBP01,5/20/13 9:28,62.982,Down,9.0386,,29.6019,
KSBP01,5/20/13 9:28,63.529,Down,9.0374,,29.6055,
KSBP01,5/20/13 9:28,63.97,Down,9.0368,,29.6085,
KSBP01,5/20/13 9:28,64.531,Down,9.0369,,29.579,
KSBP01,5/20/13 9:28,65.029,Down,9.0372,,29.6127,
KSBP01,5/20/13 9:28,65.499,Down,9.0376,,29.6152,
KSBP01,5/20/13 9:28,66.011,Down,9.0371,,29.6173,
KSBP01,5/20/13 9:28,66.528,Down,9.0371,,29.6179,
KSBP01,5/20/13 9:28,66.967,Down,9.0375,,29.6185,
KSBP01,5/20/13 9:28,67.489,Down,9.0378,,29.6201,
KSBP01,5/20/13 9:28,68.01,Down,9.0378,,29.6213,
KSBP01,5/20/13 9:28,68.475,Down,9.0376,,29.6216,
KSBP01,5/20/13 9:28,69.022,Down,9.0379,,29.6231,
KSBP01,5/20/13 9:28,69.482,Down,9.0378,,29.6253,
KSBP01,5/20/13 9:28,70.003,Down,9.0381,,29.6277,
KSBP01,5/20/13 9:28,70.522,Down,9.0396,,29.6325,
KSBP01,5/20/13 9:28,71.008,Down,9.0434,,29.6422,
KSBP01,5/20/13 9:28,71.495,Down,9.0437,,29.6438,
KSBP01,5/20/13 9:28,71.981,Down,9.0436,,29.6429,
KSBP01,5/20/13 9:28,72.518,Down,9.0432,,29.6442,
KSBP01,5/20/13 9:28,72.98,Down,9.0435,,29.6448,
KSBP01,5/20/13 9:28,73.508,Down,9.0424,,29.6472,
KSBP01,5/20/13 9:28,74.01,Down,9.0415,,29.6491,
KSBP01,5/20/13 9:28,74.5,Down,9.0353,,29.6556,
KSBP01,5/20/13 9:28,75.014,Down,9.0332,,29.6582,
KSBP01,5/20/13 9:28,75.486,Down,9.0364,,29.6615,
KSBP01,5/20/13 9:28,75.991,Down,9.0368,,29.6651,
KSBP01,5/20/13 9:28,76.475,Down,9.0473,,29.6765,
KSBP01,5/20/13 9:28,77.004,Down,9.053,,29.6929,
KSBP01,5/20/13 9:28,77.507,Down,9.0605,,29.7045,
KSBP01,5/20/13 9:28,78.024,Down,9.0585,,29.701,
KSBP01,5/20/13 9:28,78.518,Down,9.0586,,29.701,
KSBP01,5/20/13 9:28,79.004,Down,9.0583,,29.7015,
KSBP01,5/20/13 9:28,79.487,Down,9.0622,,29.7075,
KSBP01,5/20/13 9:28,79.982,Down,9.063,,29.7087,
KSBP01,5/20/13 9:28,80.505,Down,9.0626,,29.7075,
KSBP01,5/20/13 9:28,80.986,Down,9.0697,,29.7181,
KSBP01,5/20/13 9:28,81.483,Down,9.0952,,29.7572,
KSBP01,5/20/13 9:28,81.996,Down,9.1086,,29.776,
KSBP01,5/20/13 9:29,82.509,Down,9.1021,,29.7664,
KSBP01,5/20/13 9:29,83,Down,9.1009,,29.7634,
KSBP01,5/20/13 9:29,83.502,Down,9.0967,,29.7585,
KSBP01,5/20/13 9:29,83.989,Down,9.1017,,29.7652,
KSBP01,5/20/13 9:29,84.528,Down,9.1097,,29.7768,
KSBP01,5/20/13 9:29,84.999,Down,9.1094,,29.7755,
KSBP01,5/20/13 9:29,85.531,Down,9.1138,,29.7835,
KSBP01,5/20/13 9:29,86.047,Down,9.1164,,29.7854,
KSBP01,5/20/13 9:29,86.505,Down,9.1155,,29.7846,
KSBP01,5/20/13 9:29,86.992,Down,9.1227,,29.7918,
KSBP01,5/20/13 9:29,87.469,Down,9.1222,,29.7926,
KSBP01,5/20/13 9:29,87.987,Down,9.1229,,29.7988,
KSBP01,5/20/13 9:29,88.499,Down,9.1431,,29.8345,
KSBP01,5/20/13 9:29,88.98,Down,9.1444,,29.8358,
KSBP01,5/20/13 9:29,89.494,Down,9.1539,,29.8498,
KSBP01,5/20/13 9:29,90.005,Down,9.1483,,29.8417,
KSBP01,5/20/13 9:29,90.482,Down,9.1561,,29.8586,
KSBP01,5/20/13 9:29,91.005,Down,9.17,,29.8803,
KSBP01,5/20/13 9:29,91.49,Down,9.1655,,29.8727,
KSBP01,5/20/13 9:29,91.974,Down,9.1811,,29.8871,
KSBP01,5/20/13 9:29,92.497,Down,9.1818,,29.8872,
KSBP01,5/20/13 9:29,92.994,Down,9.1822,,29.8922,
KSBP01,5/20/13 9:29,93.513,Down,9.1843,,29.9013,
KSBP01,5/20/13 9:29,93.988,Down,9.1839,,29.8997,
KSBP01,5/20/13 9:29,94.485,Down,9.19,,29.9022,
KSBP01,5/20/13 9:29,95.018,Down,9.1991,,29.9088,
KSBP01,5/20/13 9:29,95.498,Down,9.1998,,29.9097,
KSBP01,5/20/13 9:29,96.009,Down,9.1997,,29.9104,
KSBP01,5/20/13 9:29,96.496,Down,9.1992,,29.9087,
KSBP01,5/20/13 9:29,96.977,Down,9.1992,,29.9088,
KSBP01,5/20/13 9:29,97.482,Down,9.199,,29.9109,
KSBP01,5/20/13 9:29,98,Down,9.1997,,29.9141,
KSBP01,5/20/13 9:29,98.483,Down,9.2001,,29.9158,
KSBP01,5/20/13 9:29,99.008,Down,9.2008,,29.9188,
KSBP01,5/20/13 9:29,99.495,Down,9.2013,,29.9207,
KSBP01,5/20/13 9:29,100.009,Down,9.2001,,29.9196,
KSBP01,5/20/13 9:29,100.528,Down,9.201,,29.9211,
KSBP01,5/20/13 9:29,100.98,Down,9.2026,,29.925,
KSBP01,5/20/13 9:29,101.516,Down,9.2031,,29.932,
KSBP01,5/20/13 9:29,102,Down,9.2034,,29.9362,
KSBP01,5/20/13 9:29,102.465,Down,9.2035,,29.9418,
KSBP01,5/20/13 9:29,102.992,Down,9.2037,,29.9493,
KSBP01,5/20/13 9:29,103.521,Down,9.2037,,29.9566,
KSBP01,5/20/13 9:29,103.987,Down,9.204,,29.954,
KSBP01,5/20/13 9:29,104.485,Down,9.2039,,29.9589,
KSBP01,5/20/13 9:29,104.982,Down,9.2037,,29.9635,
KSBP01,5/20/13 9:29,105.469,Down,9.2022,,29.9605,
KSBP01,5/20/13 9:29,105.992,Down,9.2012,,29.962,
KSBP01,5/20/13 9:29,106.516,Down,9.204,,29.964,
KSBP01,5/20/13 9:29,107.004,Down,9.2026,,29.9697,
KSBP01,5/20/13 9:29,107.478,Down,9.1999,,29.9767,
KSBP01,5/20/13 9:29,107.99,Down,9.2022,,29.9745,
KSBP01,5/20/13 9:29,108.474,Down,9.2017,,29.9769,
KSBP01,5/20/13 9:29,108.988,Down,9.1948,,29.9814,
KSBP01,5/20/13 9:29,109.465,Down,9.1963,,29.9811,
KSBP01,5/20/13 9:29,109.998,Down,9.2003,,29.9668,
KSBP01,5/20/13 9:30,110.489,Down,9.2031,,29.9747,
KSBP01,5/20/13 9:30,111.015,Down,9.2027,,29.9929,
KSBP01,5/20/13 9:30,111.479,Down,9.2027,,29.9873,
KSBP01,5/20/13 9:30,111.989,Down,9.2028,,29.9881,
KSBP01,5/20/13 9:30,112.492,Down,9.2026,,29.9909,
KSBP01,5/20/13 9:30,113.039,Down,9.2033,,29.9968,
KSBP01,5/20/13 9:30,113.496,Down,9.2029,,29.9925,
KSBP01,5/20/13 9:30,113.996,Down,9.2031,,29.9975,
KSBP01,5/20/13 9:30,114.488,Down,9.2032,,29.9985,
KSBP01,5/20/13 9:30,114.991,Down,9.2034,,29.9992,
KSBP01,5/20/13 9:30,115.51,Down,9.2044,,29.9999,
KSBP01,5/20/13 9:30,116.028,Down,9.2048,,30.0021,
KSBP01,5/20/13 9:30,116.504,Down,9.2058,,30.0114,
KSBP01,5/20/13 9:30,117.029,Down,9.2054,,30.0195,
KSBP01,5/20/13 9:30,117.49,Down,9.2056,,30.0346,
KSBP01,5/20/13 9:30,118.009,Down,9.208,,30.0558,
KSBP01,5/20/13 9:30,118.485,Down,9.2118,,30.0623,
KSBP01,5/20/13 9:30,118.983,Down,9.2158,,30.0565,
KSBP01,5/20/13 9:30,119.491,Down,9.2156,,30.0583,
KSBP01,5/20/13 9:30,119.977,Down,9.2177,,30.0616,
KSBP01,5/20/13 9:30,120.499,Down,9.217,,30.061,
KSBP01,5/20/13 9:30,120.979,Down,9.2142,,30.0674,
KSBP01,5/20/13 9:30,121.508,Down,9.2134,,30.0723,
KSBP01,5/20/13 9:30,121.994,Down,9.2126,,30.0734,
KSBP01,5/20/13 9:30,122.503,Down,9.2116,,30.0774,
KSBP01,5/20/13 9:30,123.008,Down,9.2113,,30.0814,
KSBP01,5/20/13 9:30,123.537,Down,9.2113,,30.0823,
KSBP01,5/20/13 9:30,123.998,Down,9.211,,30.0859,
KSBP01,5/20/13 9:30,124.491,Down,9.2085,,30.1006,
KSBP01,5/20/13 9:30,125.019,Down,9.2081,,30.1013,
KSBP01,5/20/13 9:30,125.481,Down,9.2085,,30.1008,
KSBP01,5/20/13 9:30,126.016,Down,9.2081,,30.106,
KSBP01,5/20/13 9:30,126.477,Down,9.2078,,30.1097,
KSBP01,5/20/13 9:30,126.98,Down,9.2076,,30.1114,
KSBP01,5/20/13 9:30,127.478,Down,9.2076,,30.113,
KSBP01,5/20/13 9:30,128.046,Down,9.2076,,30.1121,
KSBP01,5/20/13 9:30,128.497,Down,9.2075,,30.1125,
KSBP01,5/20/13 9:30,128.981,Down,9.2076,,30.1175,
KSBP01,5/20/13 9:30,129.483,Down,9.2077,,30.1206,
KSBP01,5/20/13 9:30,129.994,Down,9.2078,,30.1228,
KSBP01,5/20/13 9:30,130.513,Down,9.2076,,30.1265,
KSBP01,5/20/13 9:30,130.999,Down,9.2077,,30.1282,
KSBP01,5/20/13 9:30,131.518,Down,9.2076,,30.1283,
KSBP01,5/20/13 9:30,131.994,Down,9.2074,,30.1299,
KSBP01,5/20/13 9:30,132.504,Down,9.2076,,30.1335,
KSBP01,5/20/13 9:30,133.018,Down,9.2076,,30.1385,
KSBP01,5/20/13 9:30,133.522,Down,9.2081,,30.1429,
KSBP01,5/20/13 9:30,134.009,Down,9.2083,,30.1455,
KSBP01,5/20/13 9:30,134.513,Down,9.2083,,30.1457,
KSBP01,5/20/13 9:30,134.991,Down,9.2084,,30.1464,
KSBP01,5/20/13 9:30,135.498,Down,9.2083,,30.1459,
KSBP01,5/20/13 9:30,136.015,Down,9.2084,,30.1456,
KSBP01,5/20/13 9:31,136.48,Down,9.2085,,30.1462,
KSBP01,5/20/13 9:31,137.015,Down,9.2085,,30.1468,
KSBP01,5/20/13 9:31,137.509,Down,9.2087,,30.147,
KSBP01,5/20/13 9:31,137.99,Down,9.2089,,30.1495,
KSBP01,5/20/13 9:31,138.535,Down,9.2089,,30.1517,
KSBP01,5/20/13 9:31,139.002,Down,9.2091,,30.1536,
KSBP01,5/20/13 9:31,139.528,Down,9.2092,,30.1526,
KSBP01,5/20/13 9:31,139.993,Down,9.2093,,30.1528,
KSBP01,5/20/13 9:31,140.502,Down,9.2092,,30.1515,
KSBP01,5/20/13 9:31,141.032,Down,9.2093,,30.1516,
KSBP01,5/20/13 9:31,141.49,Down,9.2095,,30.1521,
KSBP01,5/20/13 9:31,142.005,Down,9.2097,,30.08,
KSBP01,5/20/13 9:31,142.495,Down,9.2097,,30.1567,
KSBP01,5/20/13 9:31,142.999,Down,9.2098,,30.1579,
KSBP01,5/20/13 9:31,143.515,Down,9.2097,,30.1564,
KSBP01,5/20/13 9:31,144.048,Down,9.2097,,30.1607,
KSBP01,5/20/13 9:31,144.494,Down,9.2094,,30.1695,
KSBP01,5/20/13 9:31,144.983,Down,9.2095,,30.1701,
KSBP01,5/20/13 9:31,145.498,Down,9.2096,,30.1727,
KSBP01,5/20/13 9:31,145.989,Down,9.2094,,30.1777,
KSBP01,5/20/13 9:31,146.497,Down,9.2079,,30.1962,
KSBP01,5/20/13 9:31,146.999,Down,9.2066,,30.2098,
KSBP01,5/20/13 9:31,147.484,Down,9.2065,,30.2109,
KSBP01,5/20/13 9:31,148.033,Down,9.2065,,30.2099,
KSBP01,5/20/13 9:31,148.465,Down,9.2068,,30.2088,
KSBP01,5/20/13 9:31,149.025,Down,9.2068,,30.2116,
KSBP01,5/20/13 9:31,149.506,Down,9.2069,,30.2129,
KSBP01,5/20/13 9:31,150.023,Down,9.207,,30.2139,
KSBP01,5/20/13 9:31,150.498,Down,9.2072,,30.2172,
KSBP01,5/20/13 9:31,150.998,Down,9.2068,,30.2281,
KSBP01,5/20/13 9:31,151.527,Down,9.2067,,30.2307,
KSBP01,5/20/13 9:31,151.994,Down,9.2063,,30.2353,
KSBP01,5/20/13 9:31,152.5,Down,9.2061,,30.2366,
KSBP01,5/20/13 9:31,153.016,Down,9.206,,30.2371,
KSBP01,5/20/13 9:31,153.487,Down,9.2052,,30.2407,
KSBP01,5/20/13 9:31,154.022,Down,9.2042,,30.243,
KSBP01,5/20/13 9:31,154.465,Down,9.2029,,30.2469,
KSBP01,5/20/13 9:31,155.029,Down,9.2015,,30.2508,
KSBP01,5/20/13 9:31,155.476,Down,9.2013,,30.251,
KSBP01,5/20/13 9:31,155.99,Down,9.2013,,30.2511,
KSBP01,5/20/13 9:31,156.472,Down,9.2016,,30.2507,
KSBP01,5/20/13 9:31,156.983,Down,9.2021,,30.2509,
KSBP01,5/20/13 9:31,157.533,Down,9.2019,,30.2517,
KSBP01,5/20/13 9:31,157.967,Down,9.202,,30.252,
KSBP01,5/20/13 9:31,158.512,Down,9.2016,,30.2537,
KSBP01,5/20/13 9:31,158.989,Down,9.2015,,30.2543,
KSBP01,5/20/13 9:31,159.496,Down,9.2016,,30.2545,
KSBP01,5/20/13 9:31,160.015,Down,9.2017,,30.2534,
KSBP01,5/20/13 9:32,160.511,Down,9.2018,,30.2557,
