Locator,Sample_Date,Sample_Depth,UpDown,Sample_Temperature_field,ST_Qual,Salinity_field,SA_Qual
KSBP01,5/16/11 9:05,10.432,Down,9.096,,28.269,
KSBP01,5/16/11 9:05,11.048,Down,9.0633,,28.2983,
KSBP01,5/16/11 9:05,11.547,Down,9.0568,,28.3061,
KSBP01,5/16/11 9:05,11.885,Down,9.0521,,28.3129,
KSBP01,5/16/11 9:05,12.46,Down,9.0014,,28.3687,
KSBP01,5/16/11 9:05,13.02,Down,8.9273,,28.4486,
KSBP01,5/16/11 9:05,13.574,Down,8.9224,,28.4573,
KSBP01,5/16/11 9:05,14.065,Down,8.8774,,28.5068,
KSBP01,5/16/11 9:05,14.495,Down,8.8632,,28.5246,
KSBP01,5/16/11 9:05,14.987,Down,8.8537,,28.5372,
KSBP01,5/16/11 9:05,15.505,Down,8.8487,,28.5451,
KSBP01,5/16/11 9:05,16.028,Down,8.8387,,28.5605,
KSBP01,5/16/11 9:05,16.525,Down,8.8264,,28.5762,
KSBP01,5/16/11 9:05,16.995,Down,8.8204,,28.5805,
KSBP01,5/16/11 9:05,17.601,Down,8.8167,,28.5825,
KSBP01,5/16/11 9:05,18.077,Down,8.8156,,28.5833,
KSBP01,5/16/11 9:05,18.582,Down,8.8105,,28.5848,
KSBP01,5/16/11 9:05,18.993,Down,8.7893,,28.5904,
KSBP01,5/16/11 9:05,19.467,Down,8.7889,,28.59,
KSBP01,5/16/11 9:05,19.961,Down,8.7912,,28.5892,
KSBP01,5/16/11 9:05,20.498,Down,8.7906,,28.5893,
KSBP01,5/16/11 9:05,20.974,Down,8.7898,,28.5898,
KSBP01,5/16/11 9:05,21.487,Down,8.7919,,28.5889,
KSBP01,5/16/11 9:05,21.997,Down,8.7906,,28.5895,
KSBP01,5/16/11 9:05,22.554,Down,8.7906,,28.5902,
KSBP01,5/16/11 9:05,22.96,Down,8.791,,28.5903,
KSBP01,5/16/11 9:05,23.533,Down,8.7904,,28.592,
KSBP01,5/16/11 9:05,23.92,Down,8.7901,,28.5923,
KSBP01,5/16/11 9:05,24.519,Down,8.787,,28.5921,
KSBP01,5/16/11 9:05,25.03,Down,8.7806,,28.5931,
KSBP01,5/16/11 9:05,25.487,Down,8.7791,,28.5932,
KSBP01,5/16/11 9:05,26.039,Down,8.7786,,28.5932,
KSBP01,5/16/11 9:05,26.444,Down,8.7789,,28.5931,
KSBP01,5/16/11 9:05,26.983,Down,8.7766,,28.5954,
KSBP01,5/16/11 9:05,27.52,Down,8.7744,,28.5976,
KSBP01,5/16/11 9:05,27.992,Down,8.775,,28.5972,
KSBP01,5/16/11 9:05,28.548,Down,8.7741,,28.5984,
KSBP01,5/16/11 9:05,29.011,Down,8.7749,,28.5976,
KSBP01,5/16/11 9:05,29.462,Down,8.7764,,28.596,
KSBP01,5/16/11 9:06,30.004,Down,8.7763,,28.5959,
KSBP01,5/16/11 9:06,30.479,Down,8.7726,,28.5975,
KSBP01,5/16/11 9:06,30.991,Down,8.7738,,28.5985,
KSBP01,5/16/11 9:06,31.498,Down,8.7719,,28.598,
KSBP01,5/16/11 9:06,31.996,Down,8.7715,,28.5982,
KSBP01,5/16/11 9:06,32.487,Down,8.7717,,28.598,
KSBP01,5/16/11 9:06,33.027,Down,8.7718,,28.598,
KSBP01,5/16/11 9:06,33.578,Down,8.7714,,28.5985,
KSBP01,5/16/11 9:06,33.968,Down,8.7718,,28.5989,
KSBP01,5/16/11 9:06,34.53,Down,8.7713,,28.599,
KSBP01,5/16/11 9:06,34.925,Down,8.7714,,28.5998,
KSBP01,5/16/11 9:06,35.563,Down,8.7715,,28.6005,
KSBP01,5/16/11 9:06,35.923,Down,8.7715,,28.6004,
KSBP01,5/16/11 9:06,36.521,Down,8.7715,,28.5999,
KSBP01,5/16/11 9:06,37.009,Down,8.772,,28.5988,
KSBP01,5/16/11 9:06,37.454,Down,8.7742,,28.6005,
KSBP01,5/16/11 9:06,38.033,Down,8.772,,28.6039,
KSBP01,5/16/11 9:06,38.473,Down,8.7705,,28.6078,
KSBP01,5/16/11 9:06,39,Down,8.7702,,28.6076,
KSBP01,5/16/11 9:06,39.435,Down,8.77,,28.6078,
KSBP01,5/16/11 9:06,40.002,Down,8.7701,,28.6065,
KSBP01,5/16/11 9:06,40.553,Down,8.7738,,28.6024,
KSBP01,5/16/11 9:06,40.974,Down,8.7756,,28.6013,
KSBP01,5/16/11 9:06,41.635,Down,8.7762,,28.6007,
KSBP01,5/16/11 9:06,41.978,Down,8.767,,28.6151,
KSBP01,5/16/11 9:06,42.542,Down,8.7251,,28.6707,
KSBP01,5/16/11 9:06,42.946,Down,8.7148,,28.6845,
KSBP01,5/16/11 9:06,43.531,Down,8.6845,,28.7172,
KSBP01,5/16/11 9:06,43.985,Down,8.685,,28.7166,
KSBP01,5/16/11 9:06,44.552,Down,8.6877,,28.7153,
KSBP01,5/16/11 9:06,44.932,Down,8.6867,,28.7156,
KSBP01,5/16/11 9:06,45.548,Down,8.6817,,28.719,
KSBP01,5/16/11 9:06,45.984,Down,8.6809,,28.7192,
KSBP01,5/16/11 9:06,46.525,Down,8.6775,,28.7213,
KSBP01,5/16/11 9:06,47.048,Down,8.6736,,28.7244,
KSBP01,5/16/11 9:06,47.502,Down,8.671,,28.7267,
KSBP01,5/16/11 9:06,48.03,Down,8.6687,,28.7304,
KSBP01,5/16/11 9:06,48.489,Down,8.6667,,28.7323,
KSBP01,5/16/11 9:06,48.965,Down,8.66,,28.7386,
KSBP01,5/16/11 9:06,49.51,Down,8.6464,,28.7493,
KSBP01,5/16/11 9:06,50.017,Down,8.6392,,28.7553,
KSBP01,5/16/11 9:06,50.493,Down,8.6372,,28.757,
KSBP01,5/16/11 9:06,50.989,Down,8.637,,28.7578,
KSBP01,5/16/11 9:06,51.519,Down,8.6397,,28.767,
KSBP01,5/16/11 9:06,51.961,Down,8.6342,,28.7732,
KSBP01,5/16/11 9:06,52.514,Down,8.6027,,28.7862,
KSBP01,5/16/11 9:06,53.003,Down,8.591,,28.7932,
KSBP01,5/16/11 9:06,53.482,Down,8.5828,,28.7969,
KSBP01,5/16/11 9:06,54.019,Down,8.5704,,28.8026,
KSBP01,5/16/11 9:06,54.473,Down,8.5651,,28.8062,
KSBP01,5/16/11 9:06,55.018,Down,8.5593,,28.8116,
KSBP01,5/16/11 9:06,55.477,Down,8.5587,,28.8118,
KSBP01,5/16/11 9:06,55.965,Down,8.5594,,28.8116,
KSBP01,5/16/11 9:06,56.487,Down,8.5601,,28.8111,
KSBP01,5/16/11 9:06,56.974,Down,8.5616,,28.8106,
KSBP01,5/16/11 9:07,57.534,Down,8.559,,28.8136,
KSBP01,5/16/11 9:07,57.993,Down,8.5596,,28.813,
KSBP01,5/16/11 9:07,58.542,Down,8.5556,,28.8178,
KSBP01,5/16/11 9:07,58.968,Down,8.5518,,28.8236,
KSBP01,5/16/11 9:07,59.497,Down,8.5481,,28.8283,
KSBP01,5/16/11 9:07,59.949,Down,8.5441,,28.8354,
KSBP01,5/16/11 9:07,60.518,Down,8.531,,28.8607,
KSBP01,5/16/11 9:07,60.991,Down,8.529,,28.8615,
KSBP01,5/16/11 9:07,61.549,Down,8.5257,,28.8702,
KSBP01,5/16/11 9:07,61.988,Down,8.5259,,28.8776,
KSBP01,5/16/11 9:07,62.537,Down,8.527,,28.8797,
KSBP01,5/16/11 9:07,62.986,Down,8.5268,,28.8807,
KSBP01,5/16/11 9:07,63.514,Down,8.5218,,28.8903,
KSBP01,5/16/11 9:07,63.977,Down,8.5113,,28.8989,
KSBP01,5/16/11 9:07,64.476,Down,8.4991,,28.9078,
KSBP01,5/16/11 9:07,65.02,Down,8.4881,,28.9162,
KSBP01,5/16/11 9:07,65.479,Down,8.4819,,28.9208,
KSBP01,5/16/11 9:07,66.029,Down,8.4817,,28.9282,
KSBP01,5/16/11 9:07,66.514,Down,8.4816,,28.9311,
KSBP01,5/16/11 9:07,67.012,Down,8.4777,,28.9368,
KSBP01,5/16/11 9:07,67.498,Down,8.471,,28.948,
KSBP01,5/16/11 9:07,67.992,Down,8.4707,,28.9519,
KSBP01,5/16/11 9:07,68.526,Down,8.4724,,28.9553,
KSBP01,5/16/11 9:07,69.004,Down,8.474,,28.9602,
KSBP01,5/16/11 9:07,69.482,Down,8.4698,,28.9666,
KSBP01,5/16/11 9:07,70.007,Down,8.4661,,28.9722,
KSBP01,5/16/11 9:07,70.517,Down,8.4548,,28.9823,
KSBP01,5/16/11 9:07,71.015,Down,8.432,,28.9962,
KSBP01,5/16/11 9:07,71.53,Down,8.4272,,28.9992,
KSBP01,5/16/11 9:07,72.004,Down,8.4262,,29,
KSBP01,5/16/11 9:07,72.494,Down,8.4204,,29.0086,
KSBP01,5/16/11 9:07,73.037,Down,8.4137,,29.0226,
KSBP01,5/16/11 9:07,73.459,Down,8.4076,,29.0498,
KSBP01,5/16/11 9:07,74.023,Down,8.4044,,29.0638,
KSBP01,5/16/11 9:07,74.474,Down,8.404,,29.0669,
KSBP01,5/16/11 9:07,75.032,Down,8.4039,,29.0711,
KSBP01,5/16/11 9:07,75.484,Down,8.4036,,29.0733,
KSBP01,5/16/11 9:07,76.011,Down,8.4043,,29.0805,
KSBP01,5/16/11 9:07,76.518,Down,8.4065,,29.1056,
KSBP01,5/16/11 9:07,76.983,Down,8.4069,,29.1103,
KSBP01,5/16/11 9:07,77.557,Down,8.4069,,29.1117,
KSBP01,5/16/11 9:07,78.007,Down,8.4073,,29.1158,
KSBP01,5/16/11 9:07,78.55,Down,8.4074,,29.1177,
KSBP01,5/16/11 9:07,78.991,Down,8.4076,,29.1211,
KSBP01,5/16/11 9:07,79.518,Down,8.4083,,29.1306,
KSBP01,5/16/11 9:07,79.968,Down,8.4101,,29.1488,
KSBP01,5/16/11 9:07,80.528,Down,8.4104,,29.1521,
KSBP01,5/16/11 9:07,80.983,Down,8.4103,,29.1535,
KSBP01,5/16/11 9:07,81.534,Down,8.41,,29.1505,
KSBP01,5/16/11 9:07,81.996,Down,8.4136,,29.1666,
KSBP01,5/16/11 9:07,82.484,Down,8.4239,,29.1934,
KSBP01,5/16/11 9:07,83.008,Down,8.4227,,29.1923,
KSBP01,5/16/11 9:08,83.473,Down,8.4218,,29.1917,
KSBP01,5/16/11 9:08,83.963,Down,8.4218,,29.1919,
KSBP01,5/16/11 9:08,84.572,Down,8.4222,,29.1916,
KSBP01,5/16/11 9:08,84.968,Down,8.4229,,29.1925,
KSBP01,5/16/11 9:08,85.524,Down,8.4259,,29.1957,
KSBP01,5/16/11 9:08,85.974,Down,8.4267,,29.1968,
KSBP01,5/16/11 9:08,86.557,Down,8.4269,,29.196,
KSBP01,5/16/11 9:08,86.976,Down,8.4235,,29.1928,
KSBP01,5/16/11 9:08,87.507,Down,8.4218,,29.191,
KSBP01,5/16/11 9:08,87.964,Down,8.4213,,29.1909,
KSBP01,5/16/11 9:08,88.552,Down,8.4218,,29.1908,
KSBP01,5/16/11 9:08,88.968,Down,8.421,,29.1902,
KSBP01,5/16/11 9:08,89.56,Down,8.4221,,29.1916,
KSBP01,5/16/11 9:08,89.964,Down,8.4216,,29.1914,
KSBP01,5/16/11 9:08,90.558,Down,8.4231,,29.1918,
KSBP01,5/16/11 9:08,90.981,Down,8.4245,,29.1942,
KSBP01,5/16/11 9:08,91.494,Down,8.4263,,29.1957,
KSBP01,5/16/11 9:08,92.024,Down,8.4279,,29.1971,
KSBP01,5/16/11 9:08,92.499,Down,8.4288,,29.198,
KSBP01,5/16/11 9:08,93.011,Down,8.4289,,29.1982,
KSBP01,5/16/11 9:08,93.524,Down,8.4301,,29.1986,
KSBP01,5/16/11 9:08,93.942,Down,8.43,,29.1986,
KSBP01,5/16/11 9:08,94.54,Down,8.4296,,29.1986,
KSBP01,5/16/11 9:08,94.968,Down,8.4295,,29.1988,
KSBP01,5/16/11 9:08,95.529,Down,8.4411,,29.2055,
KSBP01,5/16/11 9:08,96.028,Down,8.435,,29.2011,
KSBP01,5/16/11 9:08,96.448,Down,8.4309,,29.1994,
KSBP01,5/16/11 9:08,97.041,Down,8.4326,,29.2001,
KSBP01,5/16/11 9:08,97.484,Down,8.4358,,29.2022,
KSBP01,5/16/11 9:08,98.055,Down,8.4484,,29.209,
KSBP01,5/16/11 9:08,98.403,Down,8.4525,,29.2111,
KSBP01,5/16/11 9:08,99.034,Down,8.4582,,29.2132,
KSBP01,5/16/11 9:08,99.445,Down,8.4598,,29.2152,
KSBP01,5/16/11 9:08,100.048,Down,8.461,,29.2148,
KSBP01,5/16/11 9:08,100.476,Down,8.4598,,29.2143,
KSBP01,5/16/11 9:08,101.029,Down,8.4624,,29.2158,
KSBP01,5/16/11 9:08,101.518,Down,8.4678,,29.2193,
KSBP01,5/16/11 9:08,102.031,Down,8.4695,,29.2207,
KSBP01,5/16/11 9:08,102.45,Down,8.4692,,29.2204,
KSBP01,5/16/11 9:08,102.98,Down,8.4674,,29.2191,
KSBP01,5/16/11 9:08,103.421,Down,8.468,,29.2195,
KSBP01,5/16/11 9:08,104.023,Down,8.4834,,29.2309,
KSBP01,5/16/11 9:08,104.442,Down,8.4862,,29.2336,
KSBP01,5/16/11 9:08,105.056,Down,8.4868,,29.2333,
KSBP01,5/16/11 9:08,105.478,Down,8.4838,,29.2314,
KSBP01,5/16/11 9:08,106.013,Down,8.4861,,29.2324,
KSBP01,5/16/11 9:08,106.5,Down,8.4889,,29.2334,
KSBP01,5/16/11 9:08,107.01,Down,8.4937,,29.2385,
KSBP01,5/16/11 9:08,107.482,Down,8.4936,,29.2385,
KSBP01,5/16/11 9:08,108.001,Down,8.5237,,29.2684,
KSBP01,5/16/11 9:09,108.495,Down,8.5405,,29.2858,
KSBP01,5/16/11 9:09,109.046,Down,8.5276,,29.2715,
KSBP01,5/16/11 9:09,109.497,Down,8.4916,,29.2365,
KSBP01,5/16/11 9:09,109.996,Down,8.4839,,29.2301,
KSBP01,5/16/11 9:09,110.5,Down,8.4919,,29.2372,
KSBP01,5/16/11 9:09,110.977,Down,8.5066,,29.2495,
KSBP01,5/16/11 9:09,111.518,Down,8.5191,,29.263,
KSBP01,5/16/11 9:09,112.018,Down,8.5308,,29.2763,
KSBP01,5/16/11 9:09,112.498,Down,8.5487,,29.2949,
KSBP01,5/16/11 9:09,113.03,Down,8.5502,,29.295,
KSBP01,5/16/11 9:09,113.536,Down,8.5506,,29.2951,
KSBP01,5/16/11 9:09,114.003,Down,8.5502,,29.2942,
KSBP01,5/16/11 9:09,114.496,Down,8.5498,,29.2933,
KSBP01,5/16/11 9:09,114.993,Down,8.5499,,29.2941,
KSBP01,5/16/11 9:09,115.522,Down,8.5505,,29.2957,
KSBP01,5/16/11 9:09,116.03,Down,8.5496,,29.2941,
KSBP01,5/16/11 9:09,116.549,Down,8.5476,,29.2902,
KSBP01,5/16/11 9:09,116.968,Down,8.5478,,29.2906,
KSBP01,5/16/11 9:09,117.511,Down,8.5471,,29.2899,
KSBP01,5/16/11 9:09,117.977,Down,8.5477,,29.2917,
KSBP01,5/16/11 9:09,118.482,Down,8.5471,,29.2932,
KSBP01,5/16/11 9:09,118.967,Down,8.5456,,29.2995,
KSBP01,5/16/11 9:09,119.527,Down,8.5477,,29.3064,
KSBP01,5/16/11 9:09,119.999,Down,8.5542,,29.3206,
KSBP01,5/16/11 9:09,120.543,Down,8.5504,,29.3129,
KSBP01,5/16/11 9:09,121.011,Down,8.5411,,29.2974,
KSBP01,5/16/11 9:09,121.506,Down,8.5419,,29.2989,
KSBP01,5/16/11 9:09,122.005,Down,8.5405,,29.2883,
KSBP01,5/16/11 9:09,122.509,Down,8.5396,,29.2895,
KSBP01,5/16/11 9:09,123.061,Down,8.5426,,29.2915,
KSBP01,5/16/11 9:09,123.488,Down,8.542,,29.2919,
KSBP01,5/16/11 9:09,124.009,Down,8.5471,,29.2955,
KSBP01,5/16/11 9:09,124.387,Down,8.548,,29.2952,
KSBP01,5/16/11 9:09,125.022,Down,8.5472,,29.2942,
KSBP01,5/16/11 9:09,125.49,Down,8.5448,,29.2932,
KSBP01,5/16/11 9:09,126.028,Down,8.5474,,29.2961,
KSBP01,5/16/11 9:09,126.449,Down,8.5534,,29.2999,
KSBP01,5/16/11 9:09,126.995,Down,8.555,,29.3016,
KSBP01,5/16/11 9:09,127.543,Down,8.5564,,29.302,
KSBP01,5/16/11 9:09,127.925,Down,8.5556,,29.3012,
KSBP01,5/16/11 9:09,128.509,Down,8.5449,,29.2983,
KSBP01,5/16/11 9:09,129.071,Down,8.5436,,29.2994,
KSBP01,5/16/11 9:09,129.448,Down,8.5472,,29.3094,
KSBP01,5/16/11 9:09,129.984,Down,8.5487,,29.3089,
KSBP01,5/16/11 9:09,130.494,Down,8.5445,,29.3055,
KSBP01,5/16/11 9:09,131.001,Down,8.5436,,29.3069,
KSBP01,5/16/11 9:09,131.501,Down,8.5429,,29.306,
KSBP01,5/16/11 9:09,132.037,Down,8.5477,,29.3075,
KSBP01,5/16/11 9:09,132.471,Down,8.5442,,29.3053,
KSBP01,5/16/11 9:09,133.007,Down,8.5434,,29.3028,
KSBP01,5/16/11 9:09,133.539,Down,8.5415,,29.3009,
KSBP01,5/16/11 9:09,134.062,Down,8.5434,,29.3033,
KSBP01,5/16/11 9:09,134.473,Down,8.5438,,29.3047,
KSBP01,5/16/11 9:10,135.018,Down,8.5438,,29.3054,
KSBP01,5/16/11 9:10,135.507,Down,8.5453,,29.3079,
KSBP01,5/16/11 9:10,135.942,Down,8.5502,,29.3119,
KSBP01,5/16/11 9:10,136.503,Down,8.5507,,29.3174,
KSBP01,5/16/11 9:10,136.942,Down,8.5526,,29.3193,
KSBP01,5/16/11 9:10,137.529,Down,8.5569,,29.3238,
KSBP01,5/16/11 9:10,138.009,Down,8.5623,,29.3313,
KSBP01,5/16/11 9:10,138.539,Down,8.5571,,29.3235,
KSBP01,5/16/11 9:10,138.916,Down,8.5612,,29.329,
KSBP01,5/16/11 9:10,139.533,Down,8.5549,,29.3234,
KSBP01,5/16/11 9:10,139.865,Down,8.5585,,29.3277,
KSBP01,5/16/11 9:10,140.569,Down,8.5625,,29.3342,
KSBP01,5/16/11 9:10,140.947,Down,8.5655,,29.3364,
