year,temp
1999,9.267405785123968
2000,9.390637190082645
2001,9.372645041322315
2002,9.331230991735538
2003,10.16562396694215
2004,10.358170661157025
2005,10.080238842975207
2006,10.034809090909091
2007,9.64574125
2008,8.818415384615385
2009,8.604611971830986
2010,9.818447021943573
2011,8.712255
2012,9.098227758007118
2013,9.421421554770317
2014,9.37948450413223
2015,10.375121487603305
2016,10.493664876033058
2017,9.289307438016529
2018,9.549472933884298
2019,9.72652458677686
